Object_ID, Length, Assignment
SRR7497167.349,5679,NA
SRR7497167.350,7820,NA
SRR7497167.351,5491,NA
SRR7497167.352,2646,NA
SRR7497167.353,4415,NA
SRR7497167.354,2350,NA
SRR7497167.355,2981,NA
SRR7497167.356,6580,NA
SRR7497167.357,2186,NA
SRR7497167.358,7870,NA
SRR7497167.359,10302,NA
SRR7497167.360,1593,NA
SRR7497167.361,5119,5501
SRR7497167.362,9318,NA
SRR7497167.363,2411,NA
SRR7497167.364,1905,NA
SRR7497167.365,3524,NA
SRR7497167.366,1429,5501
SRR7497167.367,2237,NA
SRR7497167.368,5861,5833
SRR7497167.369,861,NA
SRR7497167.370,4038,NA
SRR7497167.371,2080,NA
SRR7497167.372,5211,NA
SRR7497167.373,7036,NA
SRR7497167.374,777,NA
SRR7497167.375,10218,NA
SRR7497167.376,2153,NA
SRR7497167.377,7101,NA
SRR7497167.378,507,NA
SRR7497167.379,4770,NA
SRR7497167.380,548,NA
SRR7497167.381,2487,NA
SRR7497167.382,3066,NA
SRR7497167.383,9752,NA
SRR7497167.384,2052,NA
SRR7497167.385,3049,NA
SRR7497167.386,2508,NA
SRR7497167.387,5747,5833
SRR7497167.388,9369,NA
SRR7497167.389,5543,NA
SRR7497167.390,5750,NA
SRR7497167.391,3819,NA
SRR7497167.392,3672,NA
SRR7497167.393,3023,NA
SRR7497167.394,4437,NA
SRR7497167.395,3174,NA
SRR7497167.396,9149,NA
SRR7497167.397,623,NA
SRR7497167.398,3922,NA
SRR7497167.399,5438,NA
SRR7497167.400,2084,NA
SRR7497167.401,518,NA
SRR7497167.402,2463,NA
SRR7497167.403,575,NA
SRR7497167.404,2134,NA
SRR7497167.405,1729,NA
SRR7497167.406,2364,NA
SRR7497167.407,2854,NA
SRR7497167.408,7501,NA
SRR7497167.409,1567,NA
SRR7497167.410,4800,NA
SRR7497167.411,4531,NA
SRR7497167.412,2041,NA
SRR7497167.413,1447,NA
SRR7497167.414,6964,NA
SRR7497167.415,4211,NA
SRR7497167.416,2466,NA
SRR7497167.417,2520,NA
SRR7497167.418,9226,NA
SRR7497167.419,1049,NA
SRR7497167.420,4359,NA
SRR7497167.421,9234,NA
SRR7497167.422,937,NA
SRR7497167.423,4461,NA
SRR7497167.424,2785,NA
SRR7497167.425,1800,NA
SRR7497167.426,1062,NA
SRR7497167.427,1918,NA
SRR7497167.428,4436,NA
SRR7497167.429,4209,NA
SRR7497167.430,4652,NA
SRR7497167.431,1299,NA
SRR7497167.432,4885,NA
SRR7497167.433,3672,NA
SRR7497167.434,3638,NA
SRR7497167.435,3248,NA
SRR7497167.436,1160,NA
SRR7497167.437,1494,NA
SRR7497167.438,800,NA
SRR7497167.439,5204,NA
SRR7497167.440,1946,NA
SRR7497167.441,4340,NA
SRR7497167.442,5006,NA
SRR7497167.443,1200,NA
SRR7497167.444,5861,NA
SRR7497167.445,7271,NA
SRR7497167.446,3308,NA
SRR7497167.447,619,NA
SRR7497167.448,4224,NA
SRR7497167.449,4971,NA
SRR7497167.450,2093,5833
SRR7497167.451,4557,NA
SRR7497167.452,1304,NA
SRR7497167.453,2344,NA
SRR7497167.454,3827,NA
SRR7497167.455,2072,NA
SRR7497167.456,5125,NA
SRR7497167.457,6825,NA
SRR7497167.458,4173,NA
SRR7497167.459,5746,NA
SRR7497167.460,5596,NA
SRR7497167.461,934,NA
SRR7497167.462,1128,NA
SRR7497167.463,1672,NA
SRR7497167.464,5299,NA
SRR7497167.465,391,NA
SRR7497167.466,2402,NA
SRR7497167.467,6074,5501
SRR7497167.468,1829,NA
SRR7497167.469,1847,NA
SRR7497167.470,7241,5833
SRR7497167.471,1215,NA
SRR7497167.472,2502,NA
SRR7497167.473,2905,NA
SRR7497167.474,943,NA
SRR7497167.475,2127,NA
SRR7497167.476,2699,NA
SRR7497167.477,1268,NA
SRR7497167.478,3042,287
SRR7497167.479,520,NA
SRR7497167.480,1718,NA
SRR7497167.481,1529,NA
SRR7497167.482,1396,NA
SRR7497167.483,2700,NA
SRR7497167.484,13171,NA
SRR7497167.485,1618,NA
SRR7497167.486,2706,NA
SRR7497167.487,11961,5833
SRR7497167.488,4210,NA
SRR7497167.489,7433,NA
SRR7497167.490,4268,NA
SRR7497167.491,6479,NA
SRR7497167.492,1089,NA
SRR7497167.493,768,NA
SRR7497167.494,8265,NA
SRR7497167.495,2233,NA
SRR7497167.496,1003,NA
SRR7497167.497,9582,NA
SRR7497167.498,1109,NA
SRR7497167.499,4876,NA
SRR7497167.500,4325,NA
SRR7497167.501,876,NA
SRR7497167.502,5477,NA
SRR7497167.503,4242,NA
SRR7497167.504,2185,NA
SRR7497167.505,4602,NA
SRR7497167.506,7684,NA
SRR7497167.507,3698,NA
SRR7497167.508,714,NA
SRR7497167.509,3122,NA
SRR7497167.510,4666,666
SRR7497167.511,6717,NA
SRR7497167.512,5058,5501
SRR7497167.513,10114,NA
SRR7497167.514,2362,NA
SRR7497167.515,539,NA
SRR7497167.516,9766,NA
SRR7497167.517,1430,NA
SRR7497167.518,10785,NA
SRR7497167.519,2407,NA
SRR7497167.520,4546,NA
SRR7497167.521,5834,NA
SRR7497167.522,7395,470
SRR7497167.523,1180,NA
SRR7497167.524,8242,NA
SRR7497167.525,1184,NA
SRR7497167.526,5892,NA
SRR7497167.527,5365,NA
SRR7497167.528,1128,NA
SRR7497167.529,7121,NA
SRR7497167.530,10192,NA
SRR7497167.531,3531,NA
SRR7497167.532,3198,NA
SRR7497167.533,2578,NA
SRR7497167.534,11912,NA
SRR7497167.535,6264,NA
SRR7497167.536,3455,NA
SRR7497167.537,1724,NA
SRR7497167.538,3747,NA
SRR7497167.539,5241,NA
SRR7497167.540,1954,NA
SRR7497167.541,4409,NA
SRR7497167.542,2090,NA
SRR7497167.543,4161,NA
SRR7497167.544,1098,NA
SRR7497167.545,5572,NA
SRR7497167.546,1914,NA
SRR7497167.547,3400,NA
SRR7497167.548,5805,NA
SRR7497167.549,1518,480
SRR7497167.550,3716,NA
SRR7497167.551,1156,NA
SRR7497167.552,2677,NA
SRR7497167.553,565,NA
SRR7497167.554,778,NA
SRR7497167.555,4458,NA
SRR7497167.556,3930,NA
SRR7497167.557,5096,666
SRR7497167.558,9320,NA
SRR7497167.559,1039,NA
SRR7497167.560,2218,NA
SRR7497167.561,2627,NA
SRR7497167.562,590,NA
SRR7497167.563,3239,NA
SRR7497167.564,5519,NA
SRR7497167.565,4226,5833
SRR7497167.566,4253,NA
SRR7497167.567,779,NA
SRR7497167.568,2065,NA
SRR7497167.569,3415,NA
SRR7497167.570,2819,NA
SRR7497167.571,6880,NA
SRR7497167.572,1326,NA
SRR7497167.573,3733,NA
SRR7497167.574,3147,NA
SRR7497167.575,1656,NA
SRR7497167.576,4193,NA
SRR7497167.577,6179,5833
SRR7497167.578,7319,NA
SRR7497167.579,1080,NA
SRR7497167.580,1260,NA
SRR7497167.581,5435,NA
SRR7497167.582,724,NA
SRR7497167.583,6219,NA
SRR7497167.584,5035,5833
SRR7497167.585,4031,NA
SRR7497167.586,1520,NA
SRR7497167.587,886,NA
SRR7497167.588,515,NA
SRR7497167.589,8687,NA
SRR7497167.590,2700,NA
SRR7497167.591,3003,NA
SRR7497167.592,1763,NA
SRR7497167.593,4102,NA
SRR7497167.594,2113,NA
SRR7497167.595,3221,NA
SRR7497167.596,6614,NA
SRR7497167.597,867,NA
SRR7497167.598,2694,NA
SRR7497167.599,4541,NA
SRR7497167.600,3260,NA
SRR7497167.601,3463,NA
SRR7497167.602,8740,5833
SRR7497167.603,9588,NA
SRR7497167.604,907,NA
SRR7497167.605,1228,NA
SRR7497167.606,4410,NA
SRR7497167.607,2735,NA
SRR7497167.608,845,NA
SRR7497167.609,875,NA
SRR7497167.610,10788,NA
SRR7497167.611,11946,NA
SRR7497167.612,5671,NA
SRR7497167.613,1458,NA
SRR7497167.614,4269,NA
SRR7497167.615,6795,NA
SRR7497167.616,5449,NA
SRR7497167.617,7059,NA
SRR7497167.618,3604,5833
SRR7497167.619,7263,NA
SRR7497167.620,1720,NA
SRR7497167.621,567,NA
SRR7497167.622,10829,NA
SRR7497167.623,2547,NA
SRR7497167.624,1079,NA
SRR7497167.625,2593,NA
SRR7497167.626,5566,NA
SRR7497167.627,4105,470
SRR7497167.628,1188,NA
SRR7497167.629,5287,NA
SRR7497167.630,1313,NA
SRR7497167.631,5279,NA
SRR7497167.632,7647,NA
SRR7497167.633,11115,NA
SRR7497167.634,4119,NA
SRR7497167.635,2333,NA
SRR7497167.636,758,NA
SRR7497167.637,4054,562
SRR7497167.638,5041,NA
SRR7497167.639,8146,550
SRR7497167.640,288,NA
SRR7497167.641,2331,NA
SRR7497167.642,3870,NA
SRR7497167.643,2308,NA
SRR7497167.644,755,NA
SRR7497167.645,8296,NA
SRR7497167.646,1718,NA
SRR7497167.647,3327,NA
SRR7497167.648,2062,NA
SRR7497167.649,3280,NA
SRR7497167.650,646,NA
SRR7497167.651,1557,NA
SRR7497167.652,3471,NA
SRR7497167.653,10593,5833
SRR7497167.654,845,NA
SRR7497167.655,11761,287
SRR7497167.656,574,NA
SRR7497167.657,7526,NA
SRR7497167.658,1307,NA
SRR7497167.659,788,NA
SRR7497167.660,1392,NA
SRR7497167.661,2857,NA
SRR7497167.662,2347,NA
SRR7497167.663,4037,NA
SRR7497167.664,3888,NA
SRR7497167.665,4542,NA
SRR7497167.666,2402,NA
SRR7497167.667,6135,NA
SRR7497167.668,762,NA
SRR7497167.669,696,NA
SRR7497167.670,4344,NA
SRR7497167.671,1321,NA
SRR7497167.672,1861,NA
SRR7497167.673,7105,NA
SRR7497167.674,1844,NA
SRR7497167.675,5913,5833
SRR7497167.676,2678,NA
SRR7497167.677,4713,NA
SRR7497167.678,1964,NA
SRR7497167.679,7084,NA
SRR7497167.680,4500,5501
SRR7497167.681,2790,NA
SRR7497167.682,6227,NA
SRR7497167.683,1096,NA
SRR7497167.684,1762,NA
SRR7497167.685,2025,NA
SRR7497167.686,1010,NA
SRR7497167.687,2975,NA
SRR7497167.688,726,NA
SRR7497167.689,3860,NA
SRR7497167.690,3722,NA
SRR7497167.691,602,NA
SRR7497167.692,402,NA
SRR7497167.693,539,NA
SRR7497167.694,3527,NA
SRR7497167.695,2656,NA
SRR7497167.696,4072,NA
SRR7497167.697,2575,NA
SRR7497167.698,4539,NA
SRR7497167.699,2725,NA
SRR7497167.700,10466,NA
SRR7497167.701,3264,NA
SRR7497167.702,6825,NA
SRR7497167.703,343,NA
SRR7497167.704,5065,NA
SRR7497167.705,551,NA
SRR7497167.706,7044,NA
SRR7497167.707,1411,NA
SRR7497167.708,4266,NA
SRR7497167.709,3872,NA
SRR7497167.710,2454,NA
SRR7497167.711,3260,5833
SRR7497167.712,498,NA
SRR7497167.713,8447,NA
SRR7497167.714,9378,NA
SRR7497167.715,1319,NA
SRR7497167.716,329,NA
SRR7497167.717,8330,NA
SRR7497167.718,1802,NA
SRR7497167.719,8162,NA
SRR7497167.720,1002,NA
SRR7497167.721,2979,NA
SRR7497167.722,3086,NA
SRR7497167.723,1583,NA
SRR7497167.724,8545,NA
SRR7497167.725,3806,NA
SRR7497167.726,1263,NA
SRR7497167.727,2655,NA
SRR7497167.728,2754,NA
SRR7497167.729,1711,NA
SRR7497167.730,4200,NA
SRR7497167.731,7705,NA
SRR7497167.732,5708,NA
SRR7497167.733,1541,NA
SRR7497167.734,3060,NA
SRR7497167.735,13158,5501
SRR7497167.736,3258,NA
SRR7497167.737,1903,NA
SRR7497167.738,7529,NA
SRR7497167.739,6366,NA
SRR7497167.740,5346,NA
SRR7497167.741,7823,NA
SRR7497167.742,2363,NA
SRR7497167.743,13034,NA
SRR7497167.744,1969,NA
SRR7497167.745,587,NA
SRR7497167.746,2718,NA
SRR7497167.747,9237,NA
SRR7497167.748,7915,NA
SRR7497167.749,1147,NA
SRR7497167.750,2245,NA
SRR7497167.751,418,NA
SRR7497167.752,566,NA
SRR7497167.753,4687,NA
SRR7497167.754,9634,NA
SRR7497167.755,718,NA
SRR7497167.756,1558,NA
SRR7497167.757,7873,NA
SRR7497167.758,2017,NA
SRR7497167.759,3062,NA
SRR7497167.760,555,NA
SRR7497167.761,1294,NA
SRR7497167.762,1951,NA
SRR7497167.763,5510,NA
SRR7497167.764,10098,NA
SRR7497167.765,757,NA
SRR7497167.766,648,NA
SRR7497167.767,2898,NA
SRR7497167.768,3936,NA
SRR7497167.769,1059,NA
SRR7497167.770,1883,NA
SRR7497167.771,1264,NA
SRR7497167.772,7935,NA
SRR7497167.773,1781,NA
SRR7497167.774,3358,NA
SRR7497167.775,8208,NA
SRR7497167.776,1158,NA
SRR7497167.777,4341,NA
SRR7497167.778,4645,NA
SRR7497167.779,1940,NA
SRR7497167.780,8649,NA
SRR7497167.781,587,NA
SRR7497167.782,9521,NA
SRR7497167.783,2747,NA
SRR7497167.784,1316,NA
SRR7497167.785,6736,NA
SRR7497167.786,7333,NA
SRR7497167.787,9848,NA
SRR7497167.788,1235,NA
SRR7497167.789,1940,NA
SRR7497167.790,1279,NA
SRR7497167.791,1957,NA
SRR7497167.792,1734,NA
SRR7497167.793,6569,NA
SRR7497167.794,4372,NA
SRR7497167.795,1239,NA
SRR7497167.796,9490,NA
SRR7497167.797,6238,NA
SRR7497167.798,1774,NA
SRR7497167.799,455,NA
SRR7497167.800,3180,NA
SRR7497167.801,4002,NA
SRR7497167.802,6506,NA
SRR7497167.803,8306,NA
SRR7497167.804,8298,NA
SRR7497167.805,2392,NA
SRR7497167.806,1769,NA
SRR7497167.807,3123,NA
SRR7497167.808,2207,NA
SRR7497167.809,961,NA
SRR7497167.810,390,NA
SRR7497167.811,2121,NA
SRR7497167.812,921,NA
SRR7497167.813,4893,NA
SRR7497167.814,1603,NA
SRR7497167.815,6957,NA
SRR7497167.816,1817,NA
SRR7497167.817,12578,NA
SRR7497167.818,4015,NA
SRR7497167.819,1211,NA
SRR7497167.820,4791,NA
SRR7497167.821,391,NA
SRR7497167.822,3163,NA
SRR7497167.823,7504,5833
SRR7497167.824,6511,NA
SRR7497167.825,873,NA
SRR7497167.826,4802,NA
SRR7497167.827,681,NA
SRR7497167.828,2075,NA
SRR7497167.829,1251,NA
SRR7497167.830,745,NA
SRR7497167.831,6652,NA
SRR7497167.832,5426,NA
SRR7497167.833,10617,NA
SRR7497167.834,1580,NA
SRR7497167.835,3216,NA
SRR7497167.836,7467,NA
SRR7497167.837,3702,NA
SRR7497167.838,19310,NA
SRR7497167.839,8011,NA
SRR7497167.840,7363,NA
SRR7497167.841,12167,NA
SRR7497167.842,1244,NA
SRR7497167.843,2593,NA
SRR7497167.844,3699,NA
SRR7497167.845,1712,NA
SRR7497167.846,364,NA
SRR7497167.847,472,NA
SRR7497167.848,7696,NA
SRR7497167.849,6128,NA
SRR7497167.850,1886,NA
SRR7497167.851,1882,562
SRR7497167.852,5484,NA
SRR7497167.853,553,NA
SRR7497167.854,8638,NA
SRR7497167.855,7910,NA
SRR7497167.856,6074,NA
SRR7497167.857,1161,NA
SRR7497167.858,8962,NA
SRR7497167.859,7807,5501
SRR7497167.860,3900,NA
SRR7497167.861,6432,NA
SRR7497167.862,5441,NA
SRR7497167.863,1840,5833
SRR7497167.864,6703,NA
SRR7497167.865,8618,5833
SRR7497167.866,5891,NA
SRR7497167.867,2918,NA
SRR7497167.868,10784,NA
SRR7497167.869,9315,NA
SRR7497167.870,4116,NA
SRR7497167.871,4505,NA
SRR7497167.872,5350,NA
SRR7497167.873,2104,NA
SRR7497167.874,2270,NA
SRR7497167.875,5688,NA
SRR7497167.876,2473,NA
SRR7497167.877,2336,NA
SRR7497167.878,3660,NA
SRR7497167.879,5166,NA
SRR7497167.880,2535,NA
SRR7497167.881,3938,NA
SRR7497167.882,5246,NA
SRR7497167.883,457,NA
SRR7497167.884,2333,NA
SRR7497167.885,6137,NA
SRR7497167.886,4424,NA
SRR7497167.887,850,NA
SRR7497167.888,4289,NA
SRR7497167.889,3174,NA
SRR7497167.890,2482,NA
SRR7497167.891,1503,NA
SRR7497167.892,8397,NA
SRR7497167.893,3060,NA
SRR7497167.894,572,NA
SRR7497167.895,1467,NA
SRR7497167.896,8107,NA
SRR7497167.897,397,NA
SRR7497167.898,3077,NA
SRR7497167.899,789,NA
SRR7497167.900,6186,NA
SRR7497167.901,8987,NA
SRR7497167.902,895,NA
SRR7497167.903,5187,NA
SRR7497167.904,484,NA
SRR7497167.905,8413,NA
SRR7497167.906,2982,NA
SRR7497167.907,996,NA
SRR7497167.908,2375,NA
SRR7497167.909,8694,NA
SRR7497167.910,3090,NA
SRR7497167.911,9504,5833
SRR7497167.912,4235,NA
SRR7497167.913,3033,NA
SRR7497167.914,6005,NA
SRR7497167.915,3376,NA
SRR7497167.916,1424,NA
SRR7497167.917,8336,NA
SRR7497167.918,4846,NA
SRR7497167.919,1082,NA
SRR7497167.920,9445,1773
SRR7497167.921,5714,5833
SRR7497167.922,1027,NA
SRR7497167.923,1406,NA
SRR7497167.924,4684,NA
SRR7497167.925,5356,NA
SRR7497167.926,2938,NA
SRR7497167.927,1639,NA
SRR7497167.928,5551,5833
SRR7497167.929,2639,1280
SRR7497167.930,879,NA
SRR7497167.931,5735,NA
SRR7497167.932,1094,NA
SRR7497167.933,5527,NA
SRR7497167.934,1556,NA
SRR7497167.935,7603,NA
SRR7497167.936,1308,NA
SRR7497167.937,8517,NA
SRR7497167.938,11389,NA
SRR7497167.939,10999,NA
SRR7497167.940,2906,NA
